dt device_translation_speed_cmd device_rotation_speed_cmd 
0.100000000 2.000045776 -0.008411441
0.100000000 2.000045776 -0.008411441
0.100000000 2.000045776 -0.001843682
0.100000000 2.000045776 -0.001843682
0.100000000 2.000045776 0.002085041
0.100000000 2.000045776 0.002085041
0.100000000 2.000045776 0.004678123
0.100000000 2.000045776 0.004678123
0.100000000 2.000045776 0.010975025
0.100000000 2.000045776 0.010975025
0.100000000 2.000045776 0.010489833
0.100000000 2.000045776 0.010489833
0.100000000 2.000045776 -0.000844279
0.100000000 2.000045776 -0.000844279
0.100000000 2.000045776 -0.008601032
0.100000000 2.000045776 -0.008601032
0.100000000 2.000045776 -0.004754846
0.100000000 2.000045776 -0.004754846
0.100000000 2.000045776 0.002716160
0.100000000 2.000045776 0.002716160
0.100000000 2.000045776 0.006858369
0.100000000 2.000045776 0.006858369
0.100000000 2.000045776 -0.001078018
0.100000000 2.000045776 -0.001078018
0.100000000 2.000045776 -0.003644708
0.100000000 2.000045776 -0.003644708
0.100000000 2.000045776 -0.004889532
0.100000000 2.000045776 -0.004889532
0.100000000 2.000045776 -0.009901569
0.100000000 2.000045776 -0.009901569
0.100000000 2.000045776 -0.006789766
0.100000000 2.000045776 -0.006789766
0.100000000 2.000045776 0.008600447
0.100000000 2.000045776 0.008600447
0.100000000 2.000045776 0.021099253
0.100000000 2.000045776 0.021099253
0.100000000 2.000045776 0.011685221
0.100000000 2.000045776 0.011685221
0.100000000 2.000045776 0.009421851
0.100000000 2.000045776 0.009421851
0.100000000 2.000045776 -0.020334409
0.100000000 2.000045776 -0.020334409
0.100000000 2.000045776 -0.003939709
0.100000000 2.000045776 -0.003939709
0.100000000 2.000045776 -0.014279630
0.100000000 2.000045776 -0.014279630
0.100000000 2.000045776 -0.015696011
0.100000000 2.000045776 -0.015696011
0.100000000 2.000045776 -0.009178390
0.100000000 2.000045776 -0.009178390
0.100000000 2.000045776 -0.005376422
0.100000000 2.000045776 -0.005376422
0.100000000 2.000045776 -0.002568047
0.100000000 2.000045776 -0.002568047
0.100000000 2.000045776 0.001055549
0.100000000 2.000045776 0.001055549
0.100000000 2.000045776 0.006145124
0.100000000 2.000045776 0.006145124
0.100000000 2.000045776 0.015254384
0.100000000 2.000045776 0.015254384
0.100000000 2.000045776 0.014716855
0.100000000 2.000045776 0.014716855
0.100000000 2.000045776 0.003700347
0.100000000 2.000045776 0.003700347
0.100000000 2.000045776 -0.003884102
0.100000000 2.000045776 -0.003884102
0.100000000 2.000045776 -0.004835106
0.100000000 2.000045776 -0.004835106
0.100000000 2.000045776 -0.005479326
0.100000000 2.000045776 -0.005479326
0.100000000 2.000045776 -0.004730359
0.100000000 2.000045776 -0.004730359
0.100000000 2.000045776 0.000144980
0.100000000 2.000045776 0.000144980
0.100000000 2.000045776 0.003766977
0.100000000 2.000045776 0.003766977
0.100000000 2.000045776 0.000835888
0.100000000 2.000045776 0.000835888
0.100000000 2.000045776 -0.005909413
0.100000000 2.000045776 -0.005909413
0.100000000 2.000045776 -0.007063416
0.100000000 2.000045776 -0.007063416
0.100000000 2.000045776 -0.000492040
0.100000000 2.000045776 -0.000492040
0.100000000 2.000045776 0.004424549
0.100000000 2.000045776 0.004424549
0.100000000 2.000045776 0.012838911
0.100000000 2.000045776 0.012838911
0.100000000 2.000045776 -0.005953439
0.100000000 2.000045776 -0.005953439
0.100000000 2.000045776 -0.028720258
0.100000000 2.000045776 -0.028720258
0.100000000 2.000045776 0.009187146
0.100000000 2.000045776 0.009187146
0.100000000 2.000045776 0.029940564
0.100000000 2.000045776 0.029940564
0.100000000 2.000045776 0.013163056
0.100000000 2.000045776 0.013163056
0.100000000 2.000045776 -0.010691662
0.100000000 2.000045776 -0.010691662
0.100000000 2.000045776 -0.013350901
0.100000000 2.000045776 -0.013350901
0.100000000 2.000026703 -0.002479199
0.100000000 2.000026703 -0.002479199
0.100000000 2.000045776 0.003380081
0.100000000 2.000045776 0.003380081
0.100000000 2.000045776 0.005894583
0.100000000 2.000045776 0.005894583
0.100000000 2.000045776 0.008258038
0.100000000 2.000045776 0.008258038
0.100000000 2.000045776 0.007658415
0.100000000 2.000045776 0.007658415
0.100000000 2.000045776 0.003364517
0.100000000 2.000045776 0.003364517
0.100000000 2.000045776 0.000311078
0.100000000 2.000045776 0.000311078
0.100000000 2.000045776 -0.001562550
0.100000000 2.000045776 -0.001562550
0.100000000 2.000045776 -0.003496082
0.100000000 2.000045776 -0.003496082
0.100000000 2.000045776 -0.004470963
0.100000000 2.000045776 -0.004470963
0.100000000 2.000045776 -0.004685032
0.100000000 2.000045776 -0.004685032
0.100000000 2.000045776 -0.005316776
0.100000000 2.000045776 -0.005316776
0.100000000 2.000045776 -0.005019394
0.100000000 2.000045776 -0.005019394
0.100000000 2.000045776 -0.006152622
0.100000000 2.000045776 -0.006152622
0.100000000 2.000045776 -0.004660868
0.100000000 2.000045776 -0.004660868
0.100000000 2.000045776 0.039941369
0.100000000 2.000045776 0.039941369
0.100000000 2.000045776 -0.017567072
0.100000000 2.000045776 -0.017567072
0.100000000 2.000045776 0.013784959
0.100000000 2.000045776 0.013784959
0.100000000 2.000045776 -0.006125178
